,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Pipeline Signal ID,Source,Detection,PM RA err (mas/yr),PM Dec err (mas/yr),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err
5272,5,5,5,5,5,5,5,3.9,45.4,8.13,0,2,2,PC,False,9.16636,0.006,1,qlp-s72-ffi,QLP,0.074,0.061,0.0034227,6.880459,3.88e-05,2.037,0.391,0.48326,0.035482,445.0,32.68,2.77633,0.170915,123.942,929.0,10.0,149.969,0.9485,6474.0,128.7,4.32,0.09,1.31,0.06,,,1.319,0.211935
5273,5,5,5,5,5,5,5,9.6,61.5,10.93,1,2,2,EB,False,8.96147,0.006,1,qlp-s73-ffi,QLP,0.07,0.057,0.0016921,2.0197299,5.5e-06,2.563,0.588,0.462622,0.017488,426.0,16.1069,3.29943,0.183988,1353.12,1689.0,31.0,152.97,0.912,5810.0,139.5,3.96,0.08,1.77,0.09,,,1.045,0.133942
5274,5,5,5,5,5,5,5,1.1,12.1,7.79,0,0,12,KP,True,12.0789,0.007,1,qlp-s45-ffi,QLP,0.07,0.047,0.0039616,7.8092052,1.71e-05,3.393,0.534,0.521278,0.00011,480.0,0.101394,2.70889,0.135045,230.628,1085.0,15.0,446.821,8.546,5906.9,108.1,4.3,0.08,1.22,0.06,-0.063,0.041,1.07,0.1433
5276,5,5,5,5,5,5,5,39.1,78.0,96.71,0,1,4,KP,True,14.6026,0.007,1,spoc-s46-b0A,SPOC,0.078,0.058,0.0018801944,1.72902336085621,0.00020046558,1.68872740766017,0.16843405,27.452683,1.408274,24967.8711879684,1296.2272,11.8980873418096,1.3123196,313.990073646787,1073.61539214664,15.108186,495.317,10.556,4377.0,122.0,4.50156,,0.766494989395142,,,,0.68,
5279,5,5,5,5,5,5,5,17.5,85.5,38.98,0,2,4,KP,True,8.74761,0.006,1,spoc-s42-s46-b0A,SPOC,0.079,0.071,0.0016437146,11.8141726152559,0.0007113047,5.56493522608701,0.14044397,1.635149,0.03764,1504.89416701027,34.66735,6.97249322151859,0.58439887,275.642729879927,1039.21734133506,34.01303,132.345,0.8035,5609.0,128.932,3.93083,0.0760211,1.7859799861908,0.0933392,,,0.992,0.125112
5280,5,5,5,5,5,5,5,130.2,295.4,106.94,0,0,1,KP,True,11.0658,0.008,1,spoc-s42-s46-b0A,SPOC/QLP,0.079,0.067,0.0002262,1.75542853529876,1.703907e-05,1.77299863632673,0.021282302,16.097077,0.144361,14716.5922677128,132.95274,12.62298499417,0.7464507,867.736529582919,1384.25697243412,87.35919,185.932,1.469,5306.0,130.7,4.43,0.08,0.965222001075745,0.0564422,,,0.91,0.109865
5283,5,5,5,5,5,5,5,254.3,262.6,317.0,0,0,2,KP,True,10.15,0.014,1,spoc-s42-s46-b0A,SPOC/QLP,0.083,0.07,0.00018431582,2.65567525096198,1.099895e-05,2.61110139029895,0.009682583,22.222044,0.069241,20259.2262625599,63.771496,,,640.325763429273,1282.98031674324,300.182,141.887,1.2185,5817.3,609.9,,,,,0.118,0.019,,
5284,5,5,5,5,5,5,5,8.5,54.0,35.45,0,2,5,KP,True,12.3049,0.007,1,spoc-s42-s46-b0A,SPOC,0.104,0.066,0.0022733966,7.91778552859751,0.00061280356,3.15063904531112,0.20482807,6.69833,0.276704,6150.39843116387,254.82172,6.59307856904515,0.72927785,88.7066259701789,782.724206079252,22.755013,289.827,5.5745,5322.0,104.314,4.5528,0.0768234,0.840475976467133,0.0425352,0.05,0.1,0.92,0.113896
5285,5,5,5,5,5,5,5,2.6,56.0,5.74,0,5,9,KP,True,10.5459,0.007,1,spoc-s42-s46-b0A,SPOC,0.094,0.057,0.0025809468,10.0539438720782,0.0019294797,2.06869244188301,0.5575528,1.822642,0.159108,1677.3066773643,146.53297,2.2586220404703,1.67416,4.58344951208881,373.17957222103,10.982085,44.0727,0.10815,3920.0,157.0,4.6932,0.00973992,0.550855994224548,0.0164328,,,0.546024,0.0203319
5289,5,5,5,5,5,5,5,61.1,134.9,126.51,0,0,0,EB,False,10.0768,0.006,1,qlp-s74-ffi,QLP,0.046,0.047,0.0020682,1.7578288,5.3e-06,3.218,0.39,2.299852,0.673244,2116.0,619.888,13.9433,1.9048,29799.8,3660.0,40.0,434.304,5.3045,6640.0,178.4,3.76,0.09,2.59,0.11,,,1.396,0.248221
5291,3,5,5,3,4,4,4,6.0,40.6,92.86,0,2,1,CP,True,10.6509,0.008,1,qlp-s31-257527578,CTOI,0.08,0.082,0.0841835,54.3212423,0.007034,4.024,0.721,4.033392,0.007007,3708.0,6.4541,11.6348,0.753551,6.76453,449.0,16.0,382.898,7.296,6207.0,129.4,3.99,0.08,1.82,0.09,,,1.19,0.167014
5292,3,5,5,3,4,4,4,12.0,65.6,89.82,0,7,1,PC,True,11.215,0.007,1,qlp-s33-124029677,CTOI,0.041,0.059,0.0017019,20.9108406,6.69e-05,4.478,0.243,6.464135,0.002134,5936.0,1.96593,11.3547,0.545364,49.5559,739.0,34.0,390.484,4.457,6408.0,125.6,4.27,0.09,1.38,0.06,,,1.29,0.198849
5294,5,5,5,5,5,5,5,2.4,33.3,9.25,0,3,5,KP,True,11.7603,0.006,1,qlp-s70-ffi-k2-tessonly,QLP,0.086,0.07,0.0058262,9.7957298,0.0001071,2.39,0.47,2.355343,0.233513,2167.0,215.05,3.00478,0.359176,13.3238,532.0,10.0,109.218,0.9235,4147.0,124.6,4.55,0.11,0.71,0.07,,,0.649,0.0794256
5301,5,5,5,5,5,5,5,5.9,31.7,45.74,1,0,3,KP,True,13.2027,0.007,1,qlp-s71-ffi,QLP,0.068,0.034,0.000751,8.5623265,2.5e-06,3.18,0.067,6.105946,0.060547,5608.0,55.7646,7.63717,,83.4514,842.0,125.0,564.454,13.7,5545.3,88.6,4.41,,1.02,,-0.422,0.086,0.98,
5302,5,5,5,5,5,5,5,3.4,31.5,22.59,0,1,6,KP,True,11.6271,0.007,1,qlp-s50-tois,QLP,0.067,0.053,0.0036536,15.4658691,3.93e-05,3.16,0.279,2.587132,0.001254,2380.0,1.15527,5.07911,0.266584,33.0649,668.0,27.0,268.515,3.679,5480.8,106.3,4.41,0.08,1.02,0.05,-0.232,0.028,0.96,0.126936
5303,5,5,5,5,5,5,5,3.4,36.4,11.68,0,2,4,KP,True,11.2089,0.006,1,qlp-s71-ffi,SPOC/QLP,0.065,0.04,0.0150878,8.2669589,5.23e-05,3.328,0.529,1.42977,0.063713,1316.0,58.6805,3.44807,0.224015,140.125,958.0,82.0,197.989,1.5425,5411.1,139.0,4.49,0.09,0.92,0.05,0.32768,0.0150921,0.941,0.119116
5307,5,5,5,5,5,5,5,6.6,45.2,22.86,0,1,4,KP,True,11.9186,0.006,1,qlp-s46-ffi,QLP,0.066,0.057,0.4094134,6.7713411,8.4e-06,2.836,0.368,3.185877,0.0014,2930.0,1.28903,5.07965,0.345574,144.17,965.0,31.0,249.645,2.465,5231.0,137.3,4.49,0.09,0.89,0.06,0.13,0.1,0.89,0.109648
5309,5,5,5,5,5,5,5,4.0,31.0,28.01,0,1,3,KP,True,11.5559,0.007,1,spoc-s42-s46-b0A,SPOC,0.076,0.059,0.004437971,14.7565014944677,0.0016876621,4.9375033182692,0.37319934,2.433126,0.14796,2238.48300345558,136.26735,5.73956169727001,0.9270195,102.126649480039,810.782788063575,12.945139,343.99,5.1565,5790.7,105.0,4.3,0.07,1.201740026474,0.0541709,0.118188,0.0272167,1.04,0.134105
5312,5,5,5,5,5,5,5,18.2,46.8,111.88,0,0,3,KP,True,14.1768,0.008,1,spoc-s46-b02,SPOC,0.079,0.046,0.003681751,4.00357732993897,0.00088797754,2.09581532830142,0.29475176,15.609307,1.237897,14273.8513136905,1139.4954,12.9627878525774,1.9405705,365.818540292479,1115.41422214137,10.604074,876.565,27.908,5318.0,122.0,4.33106,,1.08492004871368,,,,0.92,
5313,3,4,3,3,4,4,4,5.5,45.7,20.7,0,2,4,CP,True,10.6309,0.007,1,spoc-s01-s72-b0A-CP,SPOC,0.085,0.054,0.0023219802,12.2193392429859,6.691485e-05,4.88769353255069,0.27608815,1.814838,0.080292,1670.13106252132,73.94849,4.80454584053655,0.42492387,100.911162414728,808.372638208081,19.858253,197.243,2.1815,5643.77,110.947,4.35958,0.0736267,1.09457004070282,0.0513442,0.415,0.02,1.0,0.125268
5317,5,5,5,5,5,5,5,2.5,38.3,10.32,0,2,4,KP,True,10.7875,0.006,1,spoc-s46-b02,SPOC,0.098,0.072,0.003892966,14.0666014064463,0.0052145733,2.70783725139596,0.75385404,1.576357,0.20343,1450.82503071382,187.34854,3.19087766920857,2.8080952,37.081949881207,629.376307629561,7.6214685,134.591,1.189,5141.67,104.391,4.53051,0.0751918,0.837606012821198,0.0416307,0.105,0.043,0.868,0.101607
5323,5,5,5,5,5,5,5,28.1,72.9,79.16,1,2,1,PC,False,11.649,0.009,1,qlp-s40-faintsearch,FAINT,0.039,0.045,0.001655,2.2751393,1.11e-05,2.087,0.591,3.643322,0.008163,3350.0,7.51845,10.5509,0.714627,1207.23,1642.0,24.0,504.97,6.169,5810.0,123.9,3.99,0.08,1.71,0.08,,,1.04,0.13
5328,5,5,5,5,5,5,5,22.5,33.7,317.0,1,0,1,EB,False,12.9177,0.013,1,qlp-s52-tois,FAINT,0.033,0.032,0.0018893,9.5064017,2.98e-05,3.258,0.315,9.498187,0.717647,8710.0,660.759,14.3253,3.14276,287.739,1147.0,16.0,497.269,3.5445,5999.0,141.1,4.41,0.08,1.09,0.05,,,1.11,0.144507
5337,5,5,5,5,5,5,5,36.8,96.3,115.07,0,0,0,PC,False,11.9993,0.008,1,qlp-s40-faintsearch,FAINT,0.042,0.047,0.0007658,3.2623468,8.3e-06,2.91,0.215,9.312006,0.0025,8540.0,2.30303,13.2175,0.746512,689.893,1427.0,71.0,504.372,5.6395,5957.4,142.7,4.18,0.08,1.41,0.08,0.341,0.032,1.09,0.140991
5338,5,5,5,5,5,5,5,24.4,69.2,104.0,2,0,0,PC,False,14.9652,0.008,1,qlp-s41-faintsearch,FAINT,0.098,0.076,0.0047744,3.9131371,0.0006544,1.846,0.355,41.904324,0.25688,37860.0,236.567,12.4444,1.12235,25.4932,625.0,10.0,372.355,6.7285,3773.0,157.0,4.64,0.01,0.62,0.02,,,0.603055,0.0212929
5344,3,5,5,3,4,4,4,128.3,330.9,85.22,5,0,1,PC,True,13.6136,0.009,1,qlp-s41-faintsearch,FAINT,0.079,0.075,0.0005016,1.6306523,5.68e-05,1.202,0.083,76.518468,0.040249,68050.0,37.07,11.1125,0.428663,30.1966,653.0,84.0,86.4493,0.41585,3262.0,157.0,4.83,,0.4,0.01,,,0.388752,0.0203937
5351,5,5,5,5,5,5,5,22.2,56.9,93.8,1,0,1,EB,False,12.8257,0.007,1,spoc-s14-s60-b0A-PC,FAINT,0.038,0.03,0.0035112626,2.40114065612324,0.00013257423,3.69264110111552,0.25668642,3.47338,0.300334,3193.98930376973,276.5797,11.6862609016301,5.5325575,1918.62018784631,1687.97885510914,18.24495,790.407,9.6785,5911.0,129.0,4.11,0.08,1.50878000259399,0.0740277,,,1.08,0.130424
5365,5,5,5,5,5,5,5,62.5,110.1,317.0,0,5,1,PC,False,11.8572,0.007,1,qlp-s41-faintsearch,FAINT,0.04,0.046,0.0007072,7.8284207,1.2e-05,5.456,0.138,35.827678,0.004386,32460.0,4.03967,17.0783,0.875392,275.376,1134.0,123.0,296.602,2.3845,5707.0,134.6,4.5,0.08,0.94,0.05,,,1.017,0.128845
5370,5,5,5,5,5,5,5,16.2,41.7,76.61,0,0,0,PC,False,11.4186,0.017,1,qlp-s41-faintsearch,FAINT,0.039,0.05,0.0058876,1.5163046,2.22e-05,3.619,0.489,1.281925,0.00354,1180.0,3.26034,10.3854,0.792852,7863.45,2623.0,12.0,876.326,22.547,6529.0,165.8,3.58,0.09,3.11,0.15,,,1.35,0.235575
5377,3,4,3,3,4,4,4,7.2,44.3,21.48,1,2,3,PC,True,11.637,0.006,1,qlp-s49-tois,FAINT,0.037,0.032,0.0013815,4.8721904,1.11e-05,2.584,0.15,2.369489,0.000747,2180.0,0.68771,4.89644,0.255533,195.925,1042.0,25.0,290.646,1.5395,5430.5,134.1,4.42,0.08,1.02,0.05,,,1.0,0.127538
5385,5,5,5,5,5,5,5,40.4,34.5,317.0,0,0,0,PC,False,13.4161,0.018,1,qlp-s41-faintsearch,FAINT,0.027,0.032,0.0017965,0.6972223,2.2e-06,1.095,0.176,7.036609,0.016376,6460.0,15.0831,14.5958,,3144.23,2086.0,21.0,1095.81,19.9,6556.0,122.0,4.09,,1.74,,,,1.36,
5396,5,5,5,5,5,5,5,15.1,31.9,112.25,0,5,1,PC,False,12.1624,0.012,1,qlp-s54-tois,FAINT,0.045,0.046,0.0067541,3.1979646,3.31e-05,5.69,0.851,2.238923,0.176029,2060.0,162.116,12.9757,4.17196,3205.65,2096.0,17.0,1021.21,29.701,5990.0,139.8,3.54,0.09,2.93,0.17,,,1.1,0.145949
5397,5,5,5,5,5,5,5,26.4,66.4,70.79,2,2,1,PC,False,12.4322,0.006,1,qlp-s41-faintsearch,FAINT,0.032,0.035,0.0016045,0.5919629,2.1e-06,1.0,0.116,2.663318,0.004165,2450.0,3.83586,9.90447,0.622673,3301.1,2111.0,18.0,908.659,17.7455,6337.0,123.6,4.0,0.09,1.85,0.09,,,1.25,0.192077
5399,5,5,5,5,5,5,5,3.5,26.2,14.88,0,0,0,PC,False,11.9625,0.006,1,qlp-s41-faintsearch,FAINT,0.042,0.042,0.0118663,7.2617331,0.0002188,6.258,1.237,1.423247,0.006228,1310.0,5.73631,3.97249,0.406198,306.111,1165.0,9.0,256.473,2.2245,4780.0,131.1,4.25,0.09,1.09,0.08,,,0.771,0.0901005
5401,5,5,5,5,5,5,5,5.5,37.7,15.0,1,0,5,PC,False,11.8225,0.006,1,qlp-s41-faintsearch,FAINT,0.04,0.042,0.0063583,2.873138,3.39e-05,2.908,0.566,1.347148,0.005053,1240.0,4.65408,3.97027,0.326139,953.868,1548.0,10.0,355.201,2.954,5856.0,131.0,4.37,0.08,1.11,0.05,,,1.058,0.132052
5405,5,5,5,5,5,5,5,60.6,92.2,317.0,0,0,0,PC,False,12.7821,0.006,1,qlp-s41-faintsearch,FAINT,0.024,0.027,0.0026987,4.4138638,2.25e-05,2.387,0.26,12.338665,2.908203,11300.0,2674.97,18.0459,5.90785,709.493,1437.0,17.0,519.694,4.4985,6006.0,168.0,4.46,0.08,1.03,0.05,,,1.109,0.151147
5412,5,5,5,5,5,5,5,16.4,68.0,48.58,1,0,2,PC,False,12.2794,0.006,1,qlp-s41-faintsearch,FAINT,0.058,0.055,0.0027177,3.4100261,1.98e-05,2.233,0.265,5.660559,0.008829,5200.0,8.13195,7.9526,0.515343,406.598,1251.0,15.0,437.517,6.3985,6109.0,170.1,4.43,0.08,1.08,0.05,,,1.15,0.161664
5422,5,5,5,5,5,5,5,9.9,43.1,60.35,1,2,3,EB,False,11.7513,0.009,1,qlp-s41-faintsearch,FAINT,0.057,0.054,0.0023307733,6.949428,2.77e-05,2.725,0.207,3.316556,0.003031,3050.0,2.79174,9.02158,0.508686,208.013,1058.0,25.0,624.699,11.5895,6817.0,241.6,4.18,0.09,1.61,0.07,,,1.42,0.234928
5432,3,5,5,3,4,4,4,58.3,179.9,97.44,6,0,0,PC,True,13.9766,0.006,1,qlp-s42-faintsearch,FAINT,0.113,0.059,0.0009681,2.9304371,0.0002822,1.73,0.087,56.639992,0.036549,50830.0,33.6627,11.8933,,31.8905,662.0,21.0,162.229,1.3055,3692.0,122.0,4.77,,0.5,,,,0.545,
5435,5,5,5,5,5,5,5,78.9,208.8,82.31,6,0,1,O,False,12.4323,0.007,1,qlp-s55-tois,FAINT,0.045,0.051,0.0005478,1.7386091,3.7e-06,1.691,0.07,20.805346,0.660432,18980.0,608.095,10.8015,2.15843,444.5,1279.0,74.0,271.346,2.0485,5362.8,134.0,4.65,0.09,0.75,0.05,0.373,0.132,0.928,0.116726
5447,5,5,5,5,5,5,5,45.1,56.3,317.0,2,8,2,PC,False,11.0208,0.007,1,qlp-s43-faintsearch,FAINT,0.124,0.09,0.0008176,8.34034,1.06e-05,3.176,0.352,8.020571,0.007057,7360.0,6.49971,16.0764,0.902475,206.357,1055.0,58.0,360.412,8.563,5444.3,205.3,3.89,0.61,1.67,0.08,0.32,0.016,1.01,0.121403
5460,5,5,5,5,5,5,5,33.3,49.4,317.0,1,7,1,PC,False,10.7304,0.007,1,qlp-s43-faintsearch,FAINT,0.072,0.058,0.0006523,10.1391591,2.81e-05,2.662,0.21,7.025681,0.003713,6450.0,3.41999,16.5118,0.820598,90.2977,858.0,67.0,483.421,9.988,6584.3,100.6,3.96,0.09,2.04,0.09,0.046,0.015,1.37,0.22826
5492,5,5,5,5,5,5,5,29.2,76.3,71.92,1,0,1,PC,False,12.55,0.009,1,qlp-s44-faintsearch,FAINT,0.048,0.03,0.0025809,1.2297408,0.0001024,1.234,0.139,4.373456,0.007153,4020.0,6.58768,9.99875,0.673167,1036.94,1580.0,8.0,647.462,10.3255,6186.6,135.1,4.19,0.09,1.45,0.08,-0.224,0.043,1.18,0.175127
5500,5,5,5,5,5,5,5,15.7,49.6,51.37,0,0,0,PC,False,13.0581,0.008,1,qlp-s44-faintsearch,FAINT,0.054,0.032,0.0069489,1.3574339,0.0003208,2.315,0.373,3.676004,0.009167,3380.0,8.44277,8.22797,,3506.27,2143.0,16.0,703.628,13.5575,6332.0,122.0,4.25,,1.4,,,,1.25,
5512,5,5,5,5,5,5,5,47.8,142.3,94.95,0,0,2,KP,True,11.4556,0.006,1,spoc-s47-b02,SPOC,0.074,0.044,0.0005462688,4.18783747823124,0.0001841526,2.99059035976513,0.05615697,12.46514,0.150976,11415.1655183157,139.04398,11.7695064763403,0.6327308,397.47993276932,1138.80286608832,72.59221,276.211,3.8655,5521.95,115.726,4.34199,0.0811434,1.10006999969482,0.0542789,0.299,0.051,0.97,0.128046
5513,5,5,5,5,5,5,5,124.7,129.7,317.0,0,0,2,KP,True,9.9596,0.007,1,spoc-s47-b02,SPOC/QLP,0.055,0.045,0.0004351924,2.91640044952125,7.712813e-05,3.28681000294742,0.028533638,7.908685,0.050248,7257.70254811599,46.278923,16.778361035147,0.82368296,1978.52445351015,1701.00310016709,144.50359,246.81,2.208,5720.0,119.2,3.92,0.08,1.82744002342224,0.0888216,0.46,0.07,1.02,0.12974
5523,5,5,5,5,5,5,5,204.1,271.4,317.0,0,0,0,KP,True,9.6022,0.006,1,spoc-s48-b02,SPOC/QLP,0.073,0.079,0.0002237973,2.9895092,5.15e-05,3.350388266192,0.016779294,13.237076,0.055543,12117.7788754425,51.155663,18.8182218449069,0.7559893,1949.87170613221,1694.8109408531,247.27235,218.05,2.0865,6317.0,109.1,4.12,0.08,1.6139600276947,0.0645854,-0.01,0.1,1.24,0.185789
5535,5,5,5,5,5,5,5,44.4,76.3,317.0,1,4,3,EB,False,9.3373,0.006,1,qlp-75-ffi,QLP,0.052,0.049,0.0057813,32.1400505,0.0001447,2.809,1.052,0.959129,2.6237,883.0,2413.6,22.7389,,37.4567,689.0,13.0,265.035,2.0065,5019.0,122.0,,,3.37,,,,,
5537,3,5,5,3,4,4,4,52.6,248.8,86.64,16,11,5,PC,True,9.58055,0.006,1,qlp-s48-ffi,SPOC/QLP,0.055,0.066,0.0004521,10.590923,0.0006842,4.105,0.076,11.230104,0.000596,10290.0,0.549075,11.1189,0.439777,118.413,919.0,81.0,130.855,0.682,6017.1,99.5,4.44,0.07,1.05,0.04,0.13,0.017,1.113,0.142779
5538,1,5,5,1,4,4,4,7.9,74.5,11.0,16,11,5,PC,True,9.58055,0.006,2,qlp-s48-tois,SPOC/QLP,0.055,0.066,0.0019911,4.7728997,0.0009118,2.906,0.316,0.999337,0.00109,920.0,1.00431,3.30213,0.172879,370.603,1222.0,16.0,130.855,0.682,6017.1,99.5,4.44,0.07,1.05,0.04,0.13,0.017,1.113,0.142779
5558,5,5,5,5,5,5,5,5.5,45.4,7.06,3,2,3,PC,False,11.6985,0.006,1,qlp-s45-faintsearch,FAINT,0.085,0.067,0.0030904,1.6421819,1.44e-05,2.459,0.37,1.194967,0.002255,1100.0,2.07706,2.54445,0.190702,1746.99,1801.0,18.0,205.719,2.2795,5627.0,220.5,4.64,0.09,0.79,0.04,,,0.997,0.134612
5564,5,5,5,5,5,5,5,12.9,42.7,38.0,0,0,2,PC,False,12.5284,0.007,1,qlp-s45-faintsearch,FAINT,0.067,0.053,0.0024655,0.8999342,4.2e-06,1.606,0.306,1.869074,0.005617,1720.0,5.17331,6.8761,0.547096,3729.32,2177.0,17.0,740.068,18.949,6211.0,120.8,4.09,0.08,1.64,0.09,,,1.2,0.164309
5569,5,5,5,5,5,5,5,7.6,36.5,48.11,2,1,2,PC,False,11.9696,0.016,1,qlp-s45-faintsearch,FAINT,0.089,0.058,0.0059403,4.2318085,0.0005616,2.558,0.364,1.934333,0.004834,1780.0,4.4521,7.88895,0.591489,1128.72,1614.0,9.0,809.167,32.202,8064.0,170.6,4.17,0.08,1.91,0.09,,,1.96,0.299276
5574,5,5,5,5,5,5,5,16.4,43.5,93.06,1,0,2,PC,False,12.4151,0.015,1,qlp-s45-faintsearch,FAINT,0.073,0.061,0.002432,4.1629444,2.14e-05,2.064,0.347,3.991982,0.007048,3670.0,6.49134,11.633,0.835716,243.425,1100.0,18.0,744.34,22.7195,6005.0,142.1,3.94,0.08,1.88,0.1,,,1.11,0.143678
5580,5,5,5,5,5,5,5,6.5,52.9,11.63,0,0,3,PC,False,11.8338,0.006,1,qlp-s45-faintsearch,FAINT,0.07,0.06,0.0037122,3.813812,0.0003866,2.572,0.456,2.510952,0.003706,2310.0,3.4131,3.44278,0.283758,177.52,1016.0,20.0,151.894,0.9895,4689.0,123.2,4.61,0.09,0.71,0.05,,,0.748,0.0940551
5587,5,5,5,5,5,5,5,11.9,39.0,36.24,1,0,1,PC,False,13.1472,0.029,1,qlp-s45-faintsearch,FAINT,0.053,0.04,0.0037135,1.4958429,1.86e-05,1.534,0.335,3.076989,0.014392,2830.0,13.2558,6.70553,,825.738,1493.0,12.0,602.413,12.609,5666.0,122.0,4.24,,1.27,,,,1.01,
5590,5,5,5,5,5,5,5,7.4,50.1,10.31,0,0,2,PC,False,11.4541,0.006,1,qlp-s45-faintsearch,FAINT,0.087,0.067,0.0040174,0.8857522,8.66e-05,1.579,0.314,0.825473,0.003143,760.0,2.8949,3.19978,0.418552,3880.86,2198.0,11.0,317.566,5.05,6238.2,142.5,4.42,0.12,1.13,0.13,-0.13,0.017,1.208,0.176704
5596,5,5,5,5,5,5,5,12.2,47.4,28.87,1,2,1,PC,False,12.3128,0.011,1,qlp-s45-faintsearch,FAINT,0.084,0.067,0.0045965,1.0711292,0.0001034,2.213,0.533,2.206285,0.009023,2030.0,8.31045,5.8474,0.513334,5277.35,2374.0,19.0,555.611,13.6265,6070.0,139.1,4.26,0.08,1.31,0.07,,,1.13,0.153137
5619,5,5,5,5,5,5,5,7.5,28.7,61.76,1,2,1,PC,False,12.0515,0.007,2,qlp-s47-faintsearch,FAINT,0.079,0.063,0.0030262,10.1197017,0.000152,2.129,0.345,2.793934,0.006239,2570.0,5.74598,9.15067,0.68646,34.3345,674.0,14.0,591.13,15.4905,5656.0,124.9,3.95,0.08,1.75,0.1,,,1.0,0.12579
5639,5,5,5,5,5,5,5,5.6,49.8,63.42,2,5,3,EB,False,10.7717,0.006,1,qlp-s46-faintsearch,FAINT,0.086,0.062,0.0021317,43.8418559,0.0029343,4.599,0.472,5.038632,0.002376,4630.0,2.18812,9.29872,0.486802,8.83961,480.0,37.0,257.828,2.9805,5767.0,126.1,4.21,0.08,1.32,0.06,,,1.033,0.130278
5646,3,4,3,5,5,5,5,25.0,29.5,317.0,4,3,3,PC,False,12.3391,0.007,1,qlp-s46-faintsearch,FAINT,0.074,0.057,0.0015916,5.9522831,5.8e-06,1.966,0.293,7.933071,0.030474,7280.0,28.0669,15.1211,1.19704,278.678,1138.0,70.0,713.921,19.7405,6031.2,97.5,4.05,0.08,1.65,0.08,-0.175361,0.0192055,1.12,0.148215
5656,5,5,5,5,5,5,5,13.9,15.9,317.0,0,4,3,PC,False,12.3467,0.007,1,qlp-s46-faintsearch,FAINT,0.071,0.064,0.0100432,7.7235903,0.0019813,5.953,2.515,2.957226,0.123367,2720.0,113.619,17.2663,3.82328,1249.81,1656.0,14.0,1307.02,69.295,5994.0,129.0,3.5,0.09,3.08,0.22,,,1.1,0.141003
5663,1,4,1,5,5,5,5,3.0,51.7,10.63,2,9,6,KP,True,10.6269,0.006,1,spoc-s01-s46-b0H,SPOC,0.151,0.242,0.017607136,14.6989124713478,0.00091513334,3.95396530886927,0.45471516,1.977902,0.124684,1820.05679898799,114.83131,3.24561366595132,0.8551564,16.3594197327327,512.934278731278,14.908724,77.5586,0.3565,4362.0,123.91,4.53943,0.0982321,0.733789026737213,0.0625578,,,0.68,0.0810144
5664,1,4,1,5,5,5,5,2.5,51.1,11.84,2,9,6,KP,True,10.6269,0.006,2,spoc-s01-s46-b0H,SPOC,0.151,0.242,0.007884263,19.4848256736146,0.00057869026,4.82140150625018,0.37064016,1.597947,0.124457,1470.68082201095,114.62251,3.45865580409372,0.36339328,11.2344754821469,466.936635579869,12.956881,77.5586,0.3565,4362.0,123.91,4.53943,0.0982321,0.733789026737213,0.0625578,,,0.68,0.0810144
5668,5,5,5,5,5,5,5,7.8,45.0,20.92,0,3,5,KP,True,13.7701,0.007,2,spoc-s01-s46-b02,SPOC,0.074,0.068,0.0037145554,3.47114220782245,6.833334e-05,2.50126704861452,0.33853266,6.682432,0.709567,6135.84583746944,653.32166,4.83532525697532,0.5036786,38.8551187931583,636.768849669739,9.366374,182.536,1.9095,3696.0,157.0,4.68275,0.0105474,0.563000023365021,0.0172668,,,0.556799,0.0206319
5669,5,5,5,5,5,5,5,4.6,41.1,4.8,0,1,3,KP,True,11.758,0.007,1,spoc-s01-s46-b02,SPOC,0.07,0.067,0.0014216612,2.29801434388549,1.2719716e-05,1.02681602480332,0.48841855,1.124706,0.187935,1035.35626408339,173.07994,2.03300961348631,1.5651492,68.5506563658944,733.875947222071,7.174196,77.6888,0.32415,3650.0,157.0,4.66,0.01,0.590524971485138,0.0175564,,,0.580289,0.0202907
5673,5,5,5,5,5,5,5,5.8,42.4,5.07,0,4,3,PC,True,12.7482,0.007,1,spoc-s01-s46-b02,SPOC,0.056,0.034,0.0013289468,1.29159722631124,1.327382e-05,1.15488053489237,0.38361242,1.593205,0.196771,1466.31990722342,181.21669,2.10062152809244,0.9796136,127.298877896249,856.694331755948,8.947783,101.632,0.373,3689.0,157.0,4.72452,0.00883165,0.514744997024536,0.0154963,,,0.512437,0.0204314
